City,CityCode,District,DistrictCode,Ward,WardCode,Level,English,FullAddress,name,formatted_address,place_id,reference,id,geometry_location_lng,geometry_location_lat,geometry_viewport_southwest_lng,geometry_viewport_southwest_lat,geometry_viewport_northeast_lng,geometry_viewport_northeast_lat,types,center_lat,center_lng,radius
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Đông Phương,11695,Xã,,Xã Đông Phương Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Thuận Thiên,11698,Xã,,Xã Thuận Thiên Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Hữu Bằng,11701,Xã,,Xã Hữu Bằng Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Đại Đồng,11704,Xã,,Xã Đại Đồng Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Ngũ Phúc,11710,Xã,,Xã Ngũ Phúc Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Kiến Quốc,11713,Xã,,Xã Kiến Quốc Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Du Lễ,11716,Xã,,Xã Du Lễ Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Thuỵ Hương,11719,Xã,,Xã Thuỵ Hương Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Thanh Sơn,11722,Xã,,Xã Thanh Sơn Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Minh Tân,11725,Xã,,Xã Minh Tân Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Đại Hà,11728,Xã,,Xã Đại Hà Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Ngũ Đoan,11731,Xã,,Xã Ngũ Đoan Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Tân Phong,11734,Xã,,Xã Tân Phong Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Tân Trào,11743,Xã,,Xã Tân Trào Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Đoàn Xá,11746,Xã,,Xã Đoàn Xá Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Tú Sơn,11749,Xã,,Xã Tú Sơn Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Kiến Thuỵ,314,Xã Đại Hợp,11752,Xã,,Xã Đại Hợp Huyện Kiến Thuỵ Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Thị trấn Tiên Lãng,11755,Thị trấn,,Thị trấn Tiên Lãng Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Đại Thắng,11758,Xã,,Xã Đại Thắng Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Tiên Cường,11761,Xã,,Xã Tiên Cường Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Tự Cường,11764,Xã,,Xã Tự Cường Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Tiên Tiến,11767,Xã,,Xã Tiên Tiến Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Quyết Tiến,11770,Xã,,Xã Quyết Tiến Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Khởi Nghĩa,11773,Xã,,Xã Khởi Nghĩa Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Tiên Thanh,11776,Xã,,Xã Tiên Thanh Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Cấp Tiến,11779,Xã,,Xã Cấp Tiến Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Kiến Thiết,11782,Xã,,Xã Kiến Thiết Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Đoàn Lập,11785,Xã,,Xã Đoàn Lập Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Bạch Đằng,11788,Xã,,Xã Bạch Đằng Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Quang Phục,11791,Xã,,Xã Quang Phục Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Toàn Thắng,11794,Xã,,Xã Toàn Thắng Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Tiên Thắng,11797,Xã,,Xã Tiên Thắng Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Tiên Minh,11800,Xã,,Xã Tiên Minh Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Bắc Hưng,11803,Xã,,Xã Bắc Hưng Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Nam Hưng,11806,Xã,,Xã Nam Hưng Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Hùng Thắng,11809,Xã,,Xã Hùng Thắng Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Tây Hưng,11812,Xã,,Xã Tây Hưng Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Đông Hưng,11815,Xã,,Xã Đông Hưng Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Tiên Hưng,11818,Xã,,Xã Tiên Hưng Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Tiên Lãng,315,Xã Vinh Quang,11821,Xã,,Xã Vinh Quang Huyện Tiên Lãng Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Thị trấn Vĩnh Bảo,11824,Thị trấn,,Thị trấn Vĩnh Bảo Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Dũng Tiến,11827,Xã,,Xã Dũng Tiến Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Giang Biên,11830,Xã,,Xã Giang Biên Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Thắng Thuỷ,11833,Xã,,Xã Thắng Thuỷ Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Trung Lập,11836,Xã,,Xã Trung Lập Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Việt Tiến,11839,Xã,,Xã Việt Tiến Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Vĩnh An,11842,Xã,,Xã Vĩnh An Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Vĩnh Long,11845,Xã,,Xã Vĩnh Long Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Hiệp Hoà,11848,Xã,,Xã Hiệp Hoà Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Hùng Tiến,11851,Xã,,Xã Hùng Tiến Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã An Hoà,11854,Xã,,Xã An Hoà Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Tân Hưng,11857,Xã,,Xã Tân Hưng Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Tân Liên,11860,Xã,,Xã Tân Liên Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Nhân Hoà,11863,Xã,,Xã Nhân Hoà Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Tam Đa,11866,Xã,,Xã Tam Đa Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Hưng Nhân,11869,Xã,,Xã Hưng Nhân Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Vinh Quang,11872,Xã,,Xã Vinh Quang Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Đồng Minh,11875,Xã,,Xã Đồng Minh Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Thanh Lương,11878,Xã,,Xã Thanh Lương Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Liên Am,11881,Xã,,Xã Liên Am Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Lý Học,11884,Xã,,Xã Lý Học Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Tam Cường,11887,Xã,,Xã Tam Cường Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Hoà Bình,11890,Xã,,Xã Hoà Bình Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Tiền Phong,11893,Xã,,Xã Tiền Phong Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Vĩnh Phong,11896,Xã,,Xã Vĩnh Phong Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Cộng Hiền,11899,Xã,,Xã Cộng Hiền Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Cao Minh,11902,Xã,,Xã Cao Minh Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Cổ Am,11905,Xã,,Xã Cổ Am Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Vĩnh Tiến,11908,Xã,,Xã Vĩnh Tiến Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Vĩnh Bảo,316,Xã Trấn Dương,11911,Xã,,Xã Trấn Dương Huyện Vĩnh Bảo Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Cát Hải,317,Thị trấn Cát Bà,11914,Thị trấn,,Thị trấn Cát Bà Huyện Cát Hải Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Cát Hải,317,Thị trấn Cát Hải,11917,Thị trấn,,Thị trấn Cát Hải Huyện Cát Hải Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Cát Hải,317,Xã Nghĩa Lộ,11920,Xã,,Xã Nghĩa Lộ Huyện Cát Hải Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Cát Hải,317,Xã Đồng Bài,11923,Xã,,Xã Đồng Bài Huyện Cát Hải Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Cát Hải,317,Xã Hoàng Châu,11926,Xã,,Xã Hoàng Châu Huyện Cát Hải Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Cát Hải,317,Xã Văn Phong,11929,Xã,,Xã Văn Phong Huyện Cát Hải Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Cát Hải,317,Xã Phù Long,11932,Xã,,Xã Phù Long Huyện Cát Hải Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Cát Hải,317,Xã Gia Luận,11935,Xã,,Xã Gia Luận Huyện Cát Hải Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Cát Hải,317,Xã Hiền Hào,11938,Xã,,Xã Hiền Hào Huyện Cát Hải Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Cát Hải,317,Xã Trân Châu,11941,Xã,,Xã Trân Châu Huyện Cát Hải Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Cát Hải,317,Xã Việt Hải,11944,Xã,,Xã Việt Hải Huyện Cát Hải Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Hải Phòng,31,Huyện Cát Hải,317,Xã Xuân Đám,11947,Xã,,Xã Xuân Đám Huyện Cát Hải Thành phố Hải Phòng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Liên Chiểu,490,Phường Hòa Hiệp Bắc,20194,Phường,Hoa Hiep Bac Commune,Phường Hòa Hiệp Bắc Quận Liên Chiểu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Liên Chiểu,490,Phường Hòa Hiệp Nam,20195,Phường,Hoa Hiep Nam Commune,Phường Hòa Hiệp Nam Quận Liên Chiểu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Liên Chiểu,490,Phường Hòa Khánh Bắc,20197,Phường,Hoa Khanh Bac Commune,Phường Hòa Khánh Bắc Quận Liên Chiểu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Liên Chiểu,490,Phường Hòa Khánh Nam,20198,Phường,Hoa Khanh Nam Commune,Phường Hòa Khánh Nam Quận Liên Chiểu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Liên Chiểu,490,Phường Hòa Minh,20200,Phường,,Phường Hòa Minh Quận Liên Chiểu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Thanh Khê,491,Phường Tam Thuận,20203,Phường,,Phường Tam Thuận Quận Thanh Khê Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Thanh Khê,491,Phường Thanh Khê Tây,20206,Phường,,Phường Thanh Khê Tây Quận Thanh Khê Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Thanh Khê,491,Phường Thanh Khê Đông,20207,Phường,,Phường Thanh Khê Đông Quận Thanh Khê Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Thanh Khê,491,Phường Xuân Hà,20209,Phường,,Phường Xuân Hà Quận Thanh Khê Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Thanh Khê,491,Phường Tân Chính,20212,Phường,,Phường Tân Chính Quận Thanh Khê Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Thanh Khê,491,Phường Chính Gián,20215,Phường,,Phường Chính Gián Quận Thanh Khê Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Thanh Khê,491,Phường Vĩnh Trung,20218,Phường,,Phường Vĩnh Trung Quận Thanh Khê Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Thanh Khê,491,Phường Thạc Gián,20221,Phường,,Phường Thạc Gián Quận Thanh Khê Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Thanh Khê,491,Phường An Khê,20224,Phường,,Phường An Khê Quận Thanh Khê Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Thanh Khê,491,Phường Hòa Khê,20225,Phường,Hoa Khe precinct,Phường Hòa Khê Quận Thanh Khê Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Hải Châu,492,Phường Thanh Bình,20227,Phường,,Phường Thanh Bình Quận Hải Châu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Hải Châu,492,Phường Thuận Phước,20230,Phường,,Phường Thuận Phước Quận Hải Châu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Hải Châu,492,Phường Thạch Thang,20233,Phường,,Phường Thạch Thang Quận Hải Châu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Hải Châu,492,Phường Hải Châu  I,20236,Phường,,Phường Hải Châu  I Quận Hải Châu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Hải Châu,492,Phường Hải Châu II,20239,Phường,,Phường Hải Châu II Quận Hải Châu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Hải Châu,492,Phường Phước Ninh,20242,Phường,,Phường Phước Ninh Quận Hải Châu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Hải Châu,492,Phường Hòa Thuận Tây,20245,Phường,Hoa Thuan Tay Commune,Phường Hòa Thuận Tây Quận Hải Châu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Hải Châu,492,Phường Hòa Thuận Đông,20246,Phường,Hoa Thuan Dong Commune,Phường Hòa Thuận Đông Quận Hải Châu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Hải Châu,492,Phường Nam Dương,20248,Phường,,Phường Nam Dương Quận Hải Châu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Hải Châu,492,Phường Bình Hiên,20251,Phường,,Phường Bình Hiên Quận Hải Châu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Hải Châu,492,Phường Bình Thuận,20254,Phường,,Phường Bình Thuận Quận Hải Châu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Hải Châu,492,Phường Hòa Cường Bắc,20257,Phường,Hoa Cuong Bac Commune,Phường Hòa Cường Bắc Quận Hải Châu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Hải Châu,492,Phường Hòa Cường Nam,20258,Phường,Hoa Cuong Nam Commune,Phường Hòa Cường Nam Quận Hải Châu Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Sơn Trà,493,Phường Thọ Quang,20263,Phường,,Phường Thọ Quang Quận Sơn Trà Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Sơn Trà,493,Phường Nại Hiên Đông,20266,Phường,,Phường Nại Hiên Đông Quận Sơn Trà Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Sơn Trà,493,Phường Mân Thái,20269,Phường,,Phường Mân Thái Quận Sơn Trà Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Sơn Trà,493,Phường An Hải Bắc,20272,Phường,,Phường An Hải Bắc Quận Sơn Trà Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Sơn Trà,493,Phường Phước Mỹ,20275,Phường,,Phường Phước Mỹ Quận Sơn Trà Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Sơn Trà,493,Phường An Hải Tây,20278,Phường,,Phường An Hải Tây Quận Sơn Trà Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Sơn Trà,493,Phường An Hải Đông,20281,Phường,,Phường An Hải Đông Quận Sơn Trà Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Ngũ Hành Sơn,494,Phường Mỹ An,20284,Phường,My An Commune,Phường Mỹ An Quận Ngũ Hành Sơn Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Ngũ Hành Sơn,494,Phường Khuê Mỹ,20285,Phường,Khue My Commune,Phường Khuê Mỹ Quận Ngũ Hành Sơn Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Ngũ Hành Sơn,494,Phường Hoà Quý,20287,Phường,,Phường Hoà Quý Quận Ngũ Hành Sơn Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Ngũ Hành Sơn,494,Phường Hoà Hải,20290,Phường,,Phường Hoà Hải Quận Ngũ Hành Sơn Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Cẩm Lệ,495,Phường Khuê Trung,20260,Phường,,Phường Khuê Trung Quận Cẩm Lệ Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Cẩm Lệ,495,Phường Hòa Phát,20305,Phường,,Phường Hòa Phát Quận Cẩm Lệ Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Cẩm Lệ,495,Phường Hòa An,20306,Phường,,Phường Hòa An Quận Cẩm Lệ Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Cẩm Lệ,495,Phường Hòa Thọ Tây,20311,Phường,,Phường Hòa Thọ Tây Quận Cẩm Lệ Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Cẩm Lệ,495,Phường Hòa Thọ Đông,20312,Phường,,Phường Hòa Thọ Đông Quận Cẩm Lệ Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Quận Cẩm Lệ,495,Phường Hòa Xuân,20314,Phường,,Phường Hòa Xuân Quận Cẩm Lệ Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Huyện Hòa Vang,497,Xã Hòa Bắc,20293,Xã,,Xã Hòa Bắc Huyện Hòa Vang Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Huyện Hòa Vang,497,Xã Hòa Liên,20296,Xã,,Xã Hòa Liên Huyện Hòa Vang Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Huyện Hòa Vang,497,Xã Hòa Ninh,20299,Xã,,Xã Hòa Ninh Huyện Hòa Vang Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Huyện Hòa Vang,497,Xã Hòa Sơn,20302,Xã,,Xã Hòa Sơn Huyện Hòa Vang Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Huyện Hòa Vang,497,Xã Hòa Nhơn,20308,Xã,,Xã Hòa Nhơn Huyện Hòa Vang Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Huyện Hòa Vang,497,Xã Hòa Phú,20317,Xã,,Xã Hòa Phú Huyện Hòa Vang Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Huyện Hòa Vang,497,Xã Hòa Phong,20320,Xã,,Xã Hòa Phong Huyện Hòa Vang Thành phố Đà Nẵng,,,,,,,,,,,,,,,
Thành phố Đà Nẵng,48,Huyện Hòa Vang,497,Xã Hòa Châu,20323,Xã,,Xã Hòa Châu Huyện Hòa Vang Thành phố Đà Nẵng,,,,,,,,,,,,,,,
