City,CityCode,District,DistrictCode,Ward,WardCode,Level,English,FullAddress,name,formatted_address,place_id,reference,id,geometry_location_lng,geometry_location_lat,geometry_viewport_southwest_lng,geometry_viewport_southwest_lat,geometry_viewport_northeast_lng,geometry_viewport_northeast_lat,types,center_lat,center_lng,radius
Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Phúc Xá,1,Phường,,Phường Phúc Xá Quận Ba Đình Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Trúc Bạch,4,Phường,,Phường Trúc Bạch Quận Ba Đình Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Vĩnh Phúc,6,Phường,Vinh Phuc Commune,Phường Vĩnh Phúc Quận Ba Đình Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Cống Vị,7,Phường,,Phường Cống Vị Quận Ba Đình Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Liễu Giai,8,Phường,Lieu Giai Commune,Phường Liễu Giai Quận Ba Đình Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Nguyễn Trung Trực,10,Phường,,Phường Nguyễn Trung Trực Quận Ba Đình Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Quán Thánh,13,Phường,,Phường Quán Thánh Quận Ba Đình Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Ngọc Hà,16,Phường,,Phường Ngọc Hà Quận Ba Đình Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Điện Biên,19,Phường,,Phường Điện Biên Quận Ba Đình Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Đội Cấn,22,Phường,,Phường Đội Cấn Quận Ba Đình Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Ngọc Khánh,25,Phường,,Phường Ngọc Khánh Quận Ba Đình Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Kim Mã,28,Phường,,Phường Kim Mã Quận Ba Đình Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Giảng Võ,31,Phường,,Phường Giảng Võ Quận Ba Đình Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Ba Đình,1,Phường Thành Công,34,Phường,,Phường Thành Công Quận Ba Đình Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Phúc Tân,37,Phường,,Phường Phúc Tân Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Đồng Xuân,40,Phường,,Phường Đồng Xuân Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Mã,43,Phường,,Phường Hàng Mã Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Buồm,46,Phường,,Phường Hàng Buồm Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Đào,49,Phường,,Phường Hàng Đào Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Bồ,52,Phường,,Phường Hàng Bồ Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Cửa Đông,55,Phường,,Phường Cửa Đông Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Lý Thái Tổ,58,Phường,,Phường Lý Thái Tổ Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Bạc,61,Phường,,Phường Hàng Bạc Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Gai,64,Phường,,Phường Hàng Gai Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Chương Dương Độ,67,Phường,,Phường Chương Dương Độ Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Trống,70,Phường,,Phường Hàng Trống Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Cửa Nam,73,Phường,,Phường Cửa Nam Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Bông,76,Phường,,Phường Hàng Bông Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Tràng Tiền,79,Phường,,Phường Tràng Tiền Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Trần Hưng Đạo,82,Phường,,Phường Trần Hưng Đạo Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Phan Chu Trinh,85,Phường,,Phường Phan Chu Trinh Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàn Kiếm,2,Phường Hàng Bài,88,Phường,,Phường Hàng Bài Quận Hoàn Kiếm Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Phú Thượng,91,Phường,,Phường Phú Thượng Quận Tây Hồ Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Nhật Tân,94,Phường,,Phường Nhật Tân Quận Tây Hồ Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Tứ Liên,97,Phường,,Phường Tứ Liên Quận Tây Hồ Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Quảng An,100,Phường,,Phường Quảng An Quận Tây Hồ Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Xuân La,103,Phường,,Phường Xuân La Quận Tây Hồ Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Yên Phụ,106,Phường,,Phường Yên Phụ Quận Tây Hồ Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Bưởi,109,Phường,,Phường Bưởi Quận Tây Hồ Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Tây Hồ,3,Phường Thụy Khuê,112,Phường,,Phường Thụy Khuê Quận Tây Hồ Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Long Biên,4,Phường Thượng Thanh,115,Phường,,Phường Thượng Thanh Quận Long Biên Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Long Biên,4,Phường Ngọc Thụy,118,Phường,,Phường Ngọc Thụy Quận Long Biên Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Long Biên,4,Phường Giang Biên,121,Phường,,Phường Giang Biên Quận Long Biên Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Long Biên,4,Phường Đức Giang,124,Phường,,Phường Đức Giang Quận Long Biên Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Long Biên,4,Phường Việt Hưng,127,Phường,,Phường Việt Hưng Quận Long Biên Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Long Biên,4,Phường Gia Thụy,130,Phường,,Phường Gia Thụy Quận Long Biên Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Long Biên,4,Phường Ngọc Lâm,133,Phường,,Phường Ngọc Lâm Quận Long Biên Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Long Biên,4,Phường Phúc Lợi,136,Phường,,Phường Phúc Lợi Quận Long Biên Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Long Biên,4,Phường Bồ Đề,139,Phường,,Phường Bồ Đề Quận Long Biên Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Long Biên,4,Phường Sài Đồng,142,Phường,,Phường Sài Đồng Quận Long Biên Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Long Biên,4,Phường Long Biên,145,Phường,,Phường Long Biên Quận Long Biên Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Long Biên,4,Phường Thạch Bàn,148,Phường,,Phường Thạch Bàn Quận Long Biên Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Long Biên,4,Phường Phúc Đồng,151,Phường,,Phường Phúc Đồng Quận Long Biên Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Long Biên,4,Phường Cự Khối,154,Phường,,Phường Cự Khối Quận Long Biên Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Nghĩa Đô,157,Phường,,Phường Nghĩa Đô Quận Cầu Giấy Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Nghĩa Tân,160,Phường,,Phường Nghĩa Tân Quận Cầu Giấy Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Mai Dịch,163,Phường,,Phường Mai Dịch Quận Cầu Giấy Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Dịch Vọng,166,Phường,,Phường Dịch Vọng Quận Cầu Giấy Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Dịch Vọng Hậu,167,Phường,Dich Vong Hau Commune,Phường Dịch Vọng Hậu Quận Cầu Giấy Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Quan Hoa,169,Phường,,Phường Quan Hoa Quận Cầu Giấy Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Yên Hoà,172,Phường,,Phường Yên Hoà Quận Cầu Giấy Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Cầu Giấy,5,Phường Trung Hoà,175,Phường,,Phường Trung Hoà Quận Cầu Giấy Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Cát Linh,178,Phường,,Phường Cát Linh Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Văn Miếu,181,Phường,,Phường Văn Miếu Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Quốc Tử Giám,184,Phường,,Phường Quốc Tử Giám Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Láng Thượng,187,Phường,,Phường Láng Thượng Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Ô Chợ Dừa,190,Phường,,Phường Ô Chợ Dừa Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Văn Chương,193,Phường,,Phường Văn Chương Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Hàng Bột,196,Phường,,Phường Hàng Bột Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Láng Hạ,199,Phường,,Phường Láng Hạ Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Khâm Thiên,202,Phường,,Phường Khâm Thiên Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Thổ Quan,205,Phường,,Phường Thổ Quan Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Nam Đồng,208,Phường,,Phường Nam Đồng Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Trung Phụng,211,Phường,,Phường Trung Phụng Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Quang Trung,214,Phường,,Phường Quang Trung Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Trung Liệt,217,Phường,,Phường Trung Liệt Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Phương Liên,220,Phường,,Phường Phương Liên Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Thịnh Quang,223,Phường,,Phường Thịnh Quang Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Trung Tự,226,Phường,,Phường Trung Tự Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Kim Liên,229,Phường,,Phường Kim Liên Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Phương Mai,232,Phường,,Phường Phương Mai Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Ngã Tư Sở,235,Phường,,Phường Ngã Tư Sở Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Đống Đa,6,Phường Khương Thượng,238,Phường,,Phường Khương Thượng Quận Đống Đa Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Nguyễn Du,241,Phường,,Phường Nguyễn Du Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Bạch Đằng,244,Phường,,Phường Bạch Đằng Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Phạm Đình Hổ,247,Phường,,Phường Phạm Đình Hổ Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Bùi Thị Xuân,250,Phường,,Phường Bùi Thị Xuân Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Ngô Thì Nhậm,253,Phường,,Phường Ngô Thì Nhậm Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Lê Đại Hành,256,Phường,,Phường Lê Đại Hành Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Đồng Nhân,259,Phường,,Phường Đồng Nhân Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Phố Huế,262,Phường,,Phường Phố Huế Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Đống Mác,265,Phường,,Phường Đống Mác Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Thanh Lương,268,Phường,,Phường Thanh Lương Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Thanh Nhàn,271,Phường,,Phường Thanh Nhàn Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Cầu Dền,274,Phường,,Phường Cầu Dền Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Bách Khoa,277,Phường,,Phường Bách Khoa Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Đồng Tâm,280,Phường,,Phường Đồng Tâm Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Vĩnh Tuy,283,Phường,,Phường Vĩnh Tuy Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Bạch Mai,286,Phường,,Phường Bạch Mai Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Quỳnh Mai,289,Phường,,Phường Quỳnh Mai Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Quỳnh Lôi,292,Phường,,Phường Quỳnh Lôi Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Minh Khai,295,Phường,,Phường Minh Khai Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hai Bà Trưng,7,Phường Trương Định,298,Phường,,Phường Trương Định Quận Hai Bà Trưng Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Thanh Trì,301,Phường,,Phường Thanh Trì Quận Hoàng Mai Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Vĩnh Hưng,304,Phường,,Phường Vĩnh Hưng Quận Hoàng Mai Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Định Công,307,Phường,,Phường Định Công Quận Hoàng Mai Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Mai Động,310,Phường,,Phường Mai Động Quận Hoàng Mai Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Tương Mai,313,Phường,,Phường Tương Mai Quận Hoàng Mai Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Đại Kim,316,Phường,,Phường Đại Kim Quận Hoàng Mai Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Tân Mai,319,Phường,,Phường Tân Mai Quận Hoàng Mai Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Hoàng Văn Thụ,322,Phường,,Phường Hoàng Văn Thụ Quận Hoàng Mai Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Giáp Bát,325,Phường,,Phường Giáp Bát Quận Hoàng Mai Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Lĩnh Nam,328,Phường,,Phường Lĩnh Nam Quận Hoàng Mai Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Thịnh Liệt,331,Phường,,Phường Thịnh Liệt Quận Hoàng Mai Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Trần Phú,334,Phường,,Phường Trần Phú Quận Hoàng Mai Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Hoàng Liệt,337,Phường,,Phường Hoàng Liệt Quận Hoàng Mai Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Hoàng Mai,8,Phường Yên Sở,340,Phường,,Phường Yên Sở Quận Hoàng Mai Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Nhân Chính,343,Phường,,Phường Nhân Chính Quận Thanh Xuân Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Thượng Đình,346,Phường,,Phường Thượng Đình Quận Thanh Xuân Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Khương Trung,349,Phường,,Phường Khương Trung Quận Thanh Xuân Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Khương Mai,352,Phường,,Phường Khương Mai Quận Thanh Xuân Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Thanh Xuân Trung,355,Phường,,Phường Thanh Xuân Trung Quận Thanh Xuân Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Phương Liệt,358,Phường,,Phường Phương Liệt Quận Thanh Xuân Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Hạ Đình,361,Phường,,Phường Hạ Đình Quận Thanh Xuân Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Khương Đình,364,Phường,,Phường Khương Đình Quận Thanh Xuân Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Thanh Xuân Bắc,367,Phường,,Phường Thanh Xuân Bắc Quận Thanh Xuân Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Thanh Xuân Nam,370,Phường,,Phường Thanh Xuân Nam Quận Thanh Xuân Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Quận Thanh Xuân,9,Phường Kim Giang,373,Phường,,Phường Kim Giang Quận Thanh Xuân Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Thị trấn Sóc Sơn,376,Thị trấn,,Thị trấn Sóc Sơn Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Bắc Sơn,379,Xã,,Xã Bắc Sơn Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Minh Trí,382,Xã,,Xã Minh Trí Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Hồng Kỳ,385,Xã,,Xã Hồng Kỳ Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Nam Sơn,388,Xã,,Xã Nam Sơn Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Trung Giã,391,Xã,,Xã Trung Giã Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Tân Hưng,394,Xã,,Xã Tân Hưng Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Minh Phú,397,Xã,,Xã Minh Phú Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Phù Linh,400,Xã,,Xã Phù Linh Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Bắc Phú,403,Xã,,Xã Bắc Phú Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Tân Minh,406,Xã,,Xã Tân Minh Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Quang Tiến,409,Xã,,Xã Quang Tiến Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Hiền Ninh,412,Xã,,Xã Hiền Ninh Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Tân Dân,415,Xã,,Xã Tân Dân Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Tiên Dược,418,Xã,,Xã Tiên Dược Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Việt Long,421,Xã,,Xã Việt Long Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Xuân Giang,424,Xã,,Xã Xuân Giang Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
Thành phố Hà Nội,1,Huyện Sóc Sơn,16,Xã Mai Đình,427,Xã,,Xã Mai Đình Huyện Sóc Sơn Thành phố Hà Nội,,,,,,,,,,,,,,,
